[2025-05-19 23:27:52] TransactionID: 4 | Amount: 3988.33 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:12] TransactionID: 200 | Amount: 302.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 437 | Amount: 656.92 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 452 | Amount: 2682.84 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:13] TransactionID: 619 | Amount: 361.59 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 374 | Amount: 882.22 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 337 | Amount: 637.99 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 463 | Amount: 1372.68 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 225 | Amount: 683.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 396 | Amount: 852.38 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 316 | Amount: 511.64 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 332 | Amount: 220.63 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 201 | Amount: 471.52 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 560 | Amount: 834.62 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 461 | Amount: 882.33 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 335 | Amount: 922.05 | Status: SAFE | Reasons: None[2025-05-19 23:28:13] TransactionID: 270 | Amount: 250.05 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 469 | Amount: 960.79 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 161 | Amount: 787.06 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 413 | Amount: 573.63 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 429 | Amount: 289.86 | Status: SAFE | Reasons: None
[2025-05-19 23:28:13] TransactionID: 333 | Amount: 417.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 420 | Amount: 236.98 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 246 | Amount: 211.41 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 209 | Amount: 649.03 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 178 | Amount: 3398.87 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:14] TransactionID: 336 | Amount: 381.14 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 730 | Amount: 600.1 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 194 | Amount: 415.75 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 118 | Amount: 3236.21 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:14] TransactionID: 241 | Amount: 2087.09 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:14] TransactionID: 367 | Amount: 642.49 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 403 | Amount: 430.98 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 629 | Amount: 34.4 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 236 | Amount: 929.58 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 497 | Amount: 310.0 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 306 | Amount: 674.07 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 391 | Amount: 614.97 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 304 | Amount: 800.7 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 258 | Amount: 966.58 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 242 | Amount: 4053.96 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:14] TransactionID: 262 | Amount: 694.45 | Status: SAFE | Reasons: None
[2025-05-19 23:28:14] TransactionID: 307 | Amount: 208.76 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 243 | Amount: 180.06 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 379 | Amount: 90.61 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 546 | Amount: 1738.59 | Status: FRAUD | Reasons: Nighttime high amount transaction
[2025-05-19 23:28:15] TransactionID: 268 | Amount: 417.65 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 462 | Amount: 581.52 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 296 | Amount: 733.23 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 447 | Amount: 844.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 382 | Amount: 512.8 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 440 | Amount: 929.95 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 478 | Amount: 458.1 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 355 | Amount: 226.52 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 360 | Amount: 4316.72 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:15] TransactionID: 531 | Amount: 54.09 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 376 | Amount: 908.79 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 455 | Amount: 164.6 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 495 | Amount: 157.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 496 | Amount: 293.98 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 281 | Amount: 411.13 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 404 | Amount: 2206.6 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:15] TransactionID: 834 | Amount: 564.22 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 228 | Amount: 1480.06 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 633 | Amount: 409.65 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 532 | Amount: 267.93 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 96 | Amount: 512.13 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 401 | Amount: 477.47 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 641 | Amount: 837.96 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 265 | Amount: 574.89 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 105 | Amount: 643.6 | Status: SAFE | Reasons: None
[2025-05-19 23:28:15] TransactionID: 901 | Amount: 271.25 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 446 | Amount: 581.15 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 280 | Amount: 357.52 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 793 | Amount: 646.12 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 195 | Amount: 119.56 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 190 | Amount: 487.97 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 522 | Amount: 182.45 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 317 | Amount: 974.58 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 372 | Amount: 28.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 418 | Amount: 28.37 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 702 | Amount: 428.72 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 369 | Amount: 859.38 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 483 | Amount: 315.43 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 345 | Amount: 589.81 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 593 | Amount: 98.65 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 283 | Amount: 693.9 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 411 | Amount: 3356.01 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:16] TransactionID: 346 | Amount: 54.82 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 435 | Amount: 301.83 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 329 | Amount: 853.62 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 714 | Amount: 728.74 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 387 | Amount: 1910.31 | Status: FRAUD | Reasons: Nighttime high amount transaction
[2025-05-19 23:28:16] TransactionID: 434 | Amount: 409.07 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 300 | Amount: 3073.61 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:16] TransactionID: 239 | Amount: 568.38 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 423 | Amount: 419.83 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 388 | Amount: 87.09 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 502 | Amount: 14.21 | Status: SAFE | Reasons: None
[2025-05-19 23:28:16] TransactionID: 104 | Amount: 305.91 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 521 | Amount: 307.48 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 438 | Amount: 212.84 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 527 | Amount: 828.93 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 402 | Amount: 841.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 514 | Amount: 233.58 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 572 | Amount: 158.95 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 562 | Amount: 359.24 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 480 | Amount: 587.59 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 235 | Amount: 754.11 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 687 | Amount: 456.92 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 397 | Amount: 223.94 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 735 | Amount: 581.69 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 601 | Amount: 1239.85 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 690 | Amount: 550.16 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 450 | Amount: 924.39 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 217 | Amount: 11.98 | Status: SAFE | Reasons: None

[2025-05-19 23:28:17] TransactionID: 536 | Amount: 690.01 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 245 | Amount: 852.84 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 357 | Amount: 235.63 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 559 | Amount: 960.33 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 275 | Amount: 3510.65 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:17] TransactionID: 486 | Amount: 245.04 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 674 | Amount: 253.78 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 264 | Amount: 4342.87 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:17] TransactionID: 115 | Amount: 73.17 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 272 | Amount: 675.48 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 537 | Amount: 317.01 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 277 | Amount: 797.66 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 492 | Amount: 105.49 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 299 | Amount: 418.94 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 124 | Amount: 414.6 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 348 | Amount: 35.14 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 493 | Amount: 250.71 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 700 | Amount: 546.73 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 439 | Amount: 3694.34 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:17] TransactionID: 298 | Amount: 15.92 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 288 | Amount: 903.95 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 772 | Amount: 785.78 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 339 | Amount: 580.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 259 | Amount: 915.73 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 499 | Amount: 854.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:17] TransactionID: 583 | Amount: 427.68 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 358 | Amount: 306.11 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 467 | Amount: 554.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 303 | Amount: 687.28 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 631 | Amount: 770.66 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 449 | Amount: 295.59 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 511 | Amount: 2773.66 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:18] TransactionID: 786 | Amount: 899.67 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 165 | Amount: 842.82 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 680 | Amount: 344.18 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 110 | Amount: 312.93 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 686 | Amount: 2483.35 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:18] TransactionID: 553 | Amount: 175.69 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 656 | Amount: 390.25 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 558 | Amount: 673.66 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 635 | Amount: 205.41 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 271 | Amount: 221.98 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 574 | Amount: 872.67 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 699 | Amount: 164.49 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 611 | Amount: 112.09 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 608 | Amount: 242.48 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 255 | Amount: 886.76 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 671 | Amount: 494.36 | Status: SAFE | Reasons: None
[2025-05-19 23:28:18] TransactionID: 678 | Amount: 804.38 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 464 | Amount: 197.6 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 448 | Amount: 191.6 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 373 | Amount: 225.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 576 | Amount: 641.17 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 384 | Amount: 664.36 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 470 | Amount: 148.39 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 398 | Amount: 773.86 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 683 | Amount: 791.11 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 426 | Amount: 674.72 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 309 | Amount: 264.99 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 340 | Amount: 751.76 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 433 | Amount: 206.88 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 312 | Amount: 643.63 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 419 | Amount: 551.16 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 827 | Amount: 511.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 596 | Amount: 524.72 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 197 | Amount: 26.1 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 666 | Amount: 589.36 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 322 | Amount: 1009.92 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 535 | Amount: 649.66 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 549 | Amount: 160.81 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 430 | Amount: 916.24 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 428 | Amount: 932.95 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 622 | Amount: 112.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 615 | Amount: 183.58 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 425 | Amount: 98.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 762 | Amount: 106.66 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 612 | Amount: 262.42 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 385 | Amount: 432.68 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 351 | Amount: 851.78 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 796 | Amount: 10.79 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 713 | Amount: 4852.44 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:19] TransactionID: 400 | Amount: 436.18 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 431 | Amount: 688.47 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 869 | Amount: 561.35 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 394 | Amount: 42.4 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 960 | Amount: 50.7 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 475 | Amount: 28.52 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 516 | Amount: 679.62 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 696 | Amount: 728.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 222 | Amount: 547.26 | Status: SAFE | Reasons: None
[2025-05-19 23:28:19] TransactionID: 509 | Amount: 605.9 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 267 | Amount: 215.17 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 649 | Amount: 615.13 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 417 | Amount: 539.76 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 999 | Amount: 487.16 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 653 | Amount: 890.94 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 157 | Amount: 1833.46 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 768 | Amount: 690.25 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 718 | Amount: 513.11 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 552 | Amount: 254.11 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 673 | Amount: 924.54 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 557 | Amount: 526.5 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 858 | Amount: 996.36 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 888 | Amount: 605.03 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 654 | Amount: 755.86 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 319 | Amount: 495.95 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 955 | Amount: 936.78 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 468 | Amount: 62.18 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 676 | Amount: 669.17 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 573 | Amount: 529.02 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 305 | Amount: 462.45 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 310 | Amount: 721.49 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 407 | Amount: 692.08 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 352 | Amount: 563.86 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 436 | Amount: 73.34 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 224 | Amount: 296.2 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 392 | Amount: 2378.72 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:20] TransactionID: 529 | Amount: 39.48 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 454 | Amount: 168.48 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 603 | Amount: 4890.45 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:20] TransactionID: 321 | Amount: 139.88 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 370 | Amount: 312.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 381 | Amount: 185.4 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 743 | Amount: 223.98 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 836 | Amount: 572.72 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 458 | Amount: 196.62 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 386 | Amount: 128.57 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 457 | Amount: 843.5 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 726 | Amount: 648.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 651 | Amount: 581.34 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 410 | Amount: 1296.38 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 734 | Amount: 703.21 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 587 | Amount: 730.35 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 614 | Amount: 209.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 819 | Amount: 198.2 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 847 | Amount: 666.1 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 565 | Amount: 367.56 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 616 | Amount: 654.61 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 864 | Amount: 861.76 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 598 | Amount: 185.55 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 830 | Amount: 877.9 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 564 | Amount: 47.49 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 519 | Amount: 561.17 | Status: SAFE | Reasons: None
[2025-05-19 23:28:20] TransactionID: 393 | Amount: 2655.17 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:20] TransactionID: 855 | Amount: 218.79 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 595 | Amount: 226.78 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 114 | Amount: 951.23 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 766 | Amount: 387.62 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 783 | Amount: 611.39 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 579 | Amount: 552.4 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 694 | Amount: 2332.55 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:21] TransactionID: 658 | Amount: 266.12 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 395 | Amount: 375.98 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 842 | Amount: 212.05 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 910 | Amount: 450.42 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 415 | Amount: 951.1 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 590 | Amount: 294.82 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 889 | Amount: 555.99 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 543 | Amount: 801.57 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 853 | Amount: 689.17 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 971 | Amount: 716.58 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 334 | Amount: 449.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 898 | Amount: 746.43 | Status: SAFE | Reasons: None
 transaction amount
[2025-05-19 23:28:21] TransactionID: 613 | Amount: 839.2 | Status: SAFE | Reasons: None

[2025-05-19 23:28:21] TransactionID: 758 | Amount: 492.6 | Status: SAFE | Reasons: None
